avo,weekNum,subNum,gradeNum,cond,stimuli,selection,experiment
981,1,MHOUS64,5,4,Surviving in the Wild,another,BurnettCreek_Fa16
982,1,MHOUS64,5,4,Surviving in the Wild,bad,BurnettCreek_Fa16
983,1,MHOUS64,5,4,Surviving in the Wild,body,BurnettCreek_Fa16
984,1,MHOUS64,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
985,1,MHOUS64,5,4,Surviving in the Wild,camouflaged,BurnettCreek_Fa16
986,1,MHOUS64,5,4,Surviving in the Wild,danger,BurnettCreek_Fa16
987,1,MHOUS64,5,4,Surviving in the Wild,dangerous,BurnettCreek_Fa16
988,1,MHOUS64,5,4,Surviving in the Wild,difficult,BurnettCreek_Fa16
989,1,MHOUS64,5,4,Surviving in the Wild,fur,BurnettCreek_Fa16
990,1,MHOUS64,5,4,Surviving in the Wild,habitat,BurnettCreek_Fa16
991,1,MHOUS64,5,4,Surviving in the Wild,looks,BurnettCreek_Fa16
992,1,MHOUS64,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
993,1,MHOUS64,5,4,Surviving in the Wild,mimics,BurnettCreek_Fa16
994,1,MHOUS64,5,4,Surviving in the Wild,patterns,BurnettCreek_Fa16
995,1,MHOUS64,5,4,Surviving in the Wild,predators,BurnettCreek_Fa16
996,1,MHOUS64,5,4,Surviving in the Wild,protect,BurnettCreek_Fa16
997,1,MHOUS64,5,4,Surviving in the Wild,snow,BurnettCreek_Fa16
998,1,MHOUS64,5,4,Surviving in the Wild,tasting,BurnettCreek_Fa16
999,1,MHOUS64,5,4,Surviving in the Wild,threats,BurnettCreek_Fa16
1000,1,MHOUS64,5,4,Surviving in the Wild,trick,BurnettCreek_Fa16
1001,1,MHOUS64,5,4,Surviving in the Wild,turns,BurnettCreek_Fa16
1002,1,MHOUS64,5,4,Surviving in the Wild,white,BurnettCreek_Fa16
1003,1,MHOUS64,5,4,Surviving in the Wild,wild,BurnettCreek_Fa16
1004,1,rturn68,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1005,1,rturn68,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1006,1,rturn68,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1007,1,rturn68,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1008,1,amcca87,5,1,Surviving in the Wild,activities,BurnettCreek_Fa16
1009,1,amcca87,5,1,Surviving in the Wild,available,BurnettCreek_Fa16
1010,1,amcca87,5,1,Surviving in the Wild,bats,BurnettCreek_Fa16
1011,1,amcca87,5,1,Surviving in the Wild,bears,BurnettCreek_Fa16
1012,1,amcca87,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1013,1,amcca87,5,1,Surviving in the Wild,climate,BurnettCreek_Fa16
1014,1,amcca87,5,1,Surviving in the Wild,coral,BurnettCreek_Fa16
1015,1,amcca87,5,1,Surviving in the Wild,dangerous,BurnettCreek_Fa16
1016,1,amcca87,5,1,Surviving in the Wild,environment,BurnettCreek_Fa16
1017,1,amcca87,5,1,Surviving in the Wild,fat,BurnettCreek_Fa16
1018,1,amcca87,5,1,Surviving in the Wild,habitat,BurnettCreek_Fa16
1019,1,amcca87,5,1,Surviving in the Wild,harsh,BurnettCreek_Fa16
1020,1,amcca87,5,1,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1021,1,amcca87,5,1,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1022,1,amcca87,5,1,Surviving in the Wild,migration,BurnettCreek_Fa16
1023,1,amcca87,5,1,Surviving in the Wild,miles,BurnettCreek_Fa16
1024,1,amcca87,5,1,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1025,1,amcca87,5,1,Surviving in the Wild,mimics,BurnettCreek_Fa16
1026,1,amcca87,5,1,Surviving in the Wild,months,BurnettCreek_Fa16
1027,1,amcca87,5,1,Surviving in the Wild,poisonous,BurnettCreek_Fa16
1028,1,amcca87,5,1,Surviving in the Wild,predators,BurnettCreek_Fa16
1029,1,amcca87,5,1,Surviving in the Wild,seasons,BurnettCreek_Fa16
1030,1,amcca87,5,1,Surviving in the Wild,snake,BurnettCreek_Fa16
1031,1,amcca87,5,1,Surviving in the Wild,snowshoe,BurnettCreek_Fa16
1032,1,ppres64,5,3,Surviving in the Wild,animals,BurnettCreek_Fa16
1033,1,ppres64,5,3,Surviving in the Wild,body,BurnettCreek_Fa16
1034,1,ppres64,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1035,1,ppres64,5,3,Surviving in the Wild,colors,BurnettCreek_Fa16
1036,1,ppres64,5,3,Surviving in the Wild,fur,BurnettCreek_Fa16
1037,1,ppres64,5,3,Surviving in the Wild,patterns,BurnettCreek_Fa16
1038,1,ppres64,5,3,Surviving in the Wild,predator,BurnettCreek_Fa16
1039,1,ppres64,5,3,Surviving in the Wild,rabbit,BurnettCreek_Fa16
1040,1,ppres64,5,3,Surviving in the Wild,rabbit̢s,BurnettCreek_Fa16
1041,1,ppres64,5,3,Surviving in the Wild,snowshoe,BurnettCreek_Fa16
1042,1,arowe67,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1043,1,arowe67,5,1,Surviving in the Wild,climate,BurnettCreek_Fa16
1044,1,arowe67,5,1,Surviving in the Wild,environment,BurnettCreek_Fa16
1045,1,arowe67,5,1,Surviving in the Wild,habitat,BurnettCreek_Fa16
1046,1,arowe67,5,1,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1047,1,arowe67,5,1,Surviving in the Wild,migration,BurnettCreek_Fa16
1048,1,arowe67,5,1,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1049,1,arowe67,5,1,Surviving in the Wild,mimics,BurnettCreek_Fa16
1050,1,arowe67,5,1,Surviving in the Wild,predator,BurnettCreek_Fa16
1051,1,xorti98,5,3,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1052,1,xorti98,5,3,Surviving in the Wild,poisonous,BurnettCreek_Fa16
1053,1,xorti98,5,3,Surviving in the Wild,predators,BurnettCreek_Fa16
1054,1,xorti98,5,3,Surviving in the Wild,rabbits,BurnettCreek_Fa16
1055,1,xorti98,5,3,Surviving in the Wild,snowshoe,BurnettCreek_Fa16
1056,1,bbart68,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1057,1,bbart68,5,4,Surviving in the Wild,habitat,BurnettCreek_Fa16
1058,1,bbart68,5,4,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1059,1,bbart68,5,4,Surviving in the Wild,migration,BurnettCreek_Fa16
1060,1,bbart68,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1061,1,gbana99,5,2,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1062,1,gbana99,5,2,Surviving in the Wild,migration,BurnettCreek_Fa16
1063,1,gbana99,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1064,1,mcain94,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1065,1,mcain94,5,4,Surviving in the Wild,environment,BurnettCreek_Fa16
1066,1,mcain94,5,4,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1067,1,mcain94,5,4,Surviving in the Wild,migration,BurnettCreek_Fa16
1068,1,mcain94,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1069,1,aburt65,5,4,Surviving in the Wild,another,BurnettCreek_Fa16
1070,1,aburt65,5,4,Surviving in the Wild,available,BurnettCreek_Fa16
1071,1,aburt65,5,4,Surviving in the Wild,because,BurnettCreek_Fa16
1072,1,aburt65,5,4,Surviving in the Wild,camouflaged,BurnettCreek_Fa16
1073,1,aburt65,5,4,Surviving in the Wild,climate,BurnettCreek_Fa16
1074,1,aburt65,5,4,Surviving in the Wild,colors,BurnettCreek_Fa16
1075,1,aburt65,5,4,Surviving in the Wild,danger,BurnettCreek_Fa16
1076,1,aburt65,5,4,Surviving in the Wild,dangerous,BurnettCreek_Fa16
1077,1,aburt65,5,4,Surviving in the Wild,deep,BurnettCreek_Fa16
1078,1,aburt65,5,4,Surviving in the Wild,during,BurnettCreek_Fa16
1079,1,aburt65,5,4,Surviving in the Wild,environment,BurnettCreek_Fa16
1080,1,aburt65,5,4,Surviving in the Wild,example,BurnettCreek_Fa16
1081,1,aburt65,5,4,Surviving in the Wild,fat,BurnettCreek_Fa16
1082,1,aburt65,5,4,Surviving in the Wild,find,BurnettCreek_Fa16
1083,1,aburt65,5,4,Surviving in the Wild,food,BurnettCreek_Fa16
1084,1,aburt65,5,4,Surviving in the Wild,habitat,BurnettCreek_Fa16
1085,1,aburt65,5,4,Surviving in the Wild,helps,BurnettCreek_Fa16
1086,1,aburt65,5,4,Surviving in the Wild,mimics,BurnettCreek_Fa16
1087,1,aburt65,5,4,Surviving in the Wild,moving,BurnettCreek_Fa16
1088,1,aburt65,5,4,Surviving in the Wild,poisonous,BurnettCreek_Fa16
1089,1,aburt65,5,4,Surviving in the Wild,predators,BurnettCreek_Fa16
1090,1,aburt65,5,4,Surviving in the Wild,protect,BurnettCreek_Fa16
1091,1,aburt65,5,4,Surviving in the Wild,scarlet,BurnettCreek_Fa16
1092,1,aburt65,5,4,Surviving in the Wild,season,BurnettCreek_Fa16
1093,1,aburt65,5,4,Surviving in the Wild,sleep,BurnettCreek_Fa16
1094,1,aburt65,5,4,Surviving in the Wild,snake,BurnettCreek_Fa16
1095,1,aburt65,5,4,Surviving in the Wild,snow,BurnettCreek_Fa16
1096,1,aburt65,5,4,Surviving in the Wild,survive,BurnettCreek_Fa16
1097,1,aburt65,5,4,Surviving in the Wild,thinks,BurnettCreek_Fa16
1098,1,aburt65,5,4,Surviving in the Wild,warmer,BurnettCreek_Fa16
1099,1,aburt65,5,4,Surviving in the Wild,winter,BurnettCreek_Fa16
1100,1,cbrad51,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1101,1,cbrad51,5,4,Surviving in the Wild,habitat,BurnettCreek_Fa16
1102,1,cbrad51,5,4,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1103,1,cbrad51,5,4,Surviving in the Wild,migration,BurnettCreek_Fa16
1104,1,cbrad51,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1105,1,cbrad51,5,4,Surviving in the Wild,predator,BurnettCreek_Fa16
1106,1,aalfo98,5,2,Surviving in the Wild,activities,BurnettCreek_Fa16
1107,1,aalfo98,5,2,Surviving in the Wild,another,BurnettCreek_Fa16
1108,1,aalfo98,5,2,Surviving in the Wild,bad,BurnettCreek_Fa16
1109,1,aalfo98,5,2,Surviving in the Wild,body,BurnettCreek_Fa16
1110,1,aalfo98,5,2,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1111,1,aalfo98,5,2,Surviving in the Wild,climate,BurnettCreek_Fa16
1112,1,aalfo98,5,2,Surviving in the Wild,colors,BurnettCreek_Fa16
1113,1,aalfo98,5,2,Surviving in the Wild,dangerous,BurnettCreek_Fa16
1114,1,aalfo98,5,2,Surviving in the Wild,deep,BurnettCreek_Fa16
1115,1,aalfo98,5,2,Surviving in the Wild,environment,BurnettCreek_Fa16
1116,1,aalfo98,5,2,Surviving in the Wild,environments,BurnettCreek_Fa16
1117,1,aalfo98,5,2,Surviving in the Wild,geese,BurnettCreek_Fa16
1118,1,aalfo98,5,2,Surviving in the Wild,harsh,BurnettCreek_Fa16
1119,1,aalfo98,5,2,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1120,1,aalfo98,5,2,Surviving in the Wild,leave,BurnettCreek_Fa16
1121,1,aalfo98,5,2,Surviving in the Wild,long,BurnettCreek_Fa16
1122,1,aalfo98,5,2,Surviving in the Wild,look,BurnettCreek_Fa16
1123,1,aalfo98,5,2,Surviving in the Wild,looks,BurnettCreek_Fa16
1124,1,aalfo98,5,2,Surviving in the Wild,migrate,BurnettCreek_Fa16
1125,1,aalfo98,5,2,Surviving in the Wild,migration,BurnettCreek_Fa16
1126,1,aalfo98,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1127,1,aalfo98,5,2,Surviving in the Wild,moving,BurnettCreek_Fa16
1128,1,aalfo98,5,2,Surviving in the Wild,one,BurnettCreek_Fa16
1129,1,aalfo98,5,2,Surviving in the Wild,patterns,BurnettCreek_Fa16
1130,1,aalfo98,5,2,Surviving in the Wild,predator,BurnettCreek_Fa16
1131,1,aalfo98,5,2,Surviving in the Wild,seasons,BurnettCreek_Fa16
1132,1,aalfo98,5,2,Surviving in the Wild,sleep,BurnettCreek_Fa16
1133,1,aalfo98,5,2,Surviving in the Wild,slow,BurnettCreek_Fa16
1134,1,aalfo98,5,2,Surviving in the Wild,tasting,BurnettCreek_Fa16
1135,1,aalfo98,5,2,Surviving in the Wild,their,BurnettCreek_Fa16
1136,1,aalfo98,5,2,Surviving in the Wild,winter,BurnettCreek_Fa16
1137,1,aalfo98,5,2,Surviving in the Wild,winters,BurnettCreek_Fa16
1138,1,adeck31,5,2,Surviving in the Wild,camouflaged,BurnettCreek_Fa16
1139,1,adeck31,5,2,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1140,1,adeck31,5,2,Surviving in the Wild,migration,BurnettCreek_Fa16
1141,1,aadri76,5,2,Surviving in the Wild,climate,BurnettCreek_Fa16
1142,1,aadri76,5,2,Surviving in the Wild,habitat,BurnettCreek_Fa16
1143,1,aadri76,5,2,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1144,1,aadri76,5,2,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1145,1,aadri76,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1146,1,aadri76,5,2,Surviving in the Wild,predator,BurnettCreek_Fa16
1147,1,wduel83,5,2,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1148,1,wduel83,5,2,Surviving in the Wild,climate,BurnettCreek_Fa16
1149,1,wduel83,5,2,Surviving in the Wild,environment,BurnettCreek_Fa16
1150,1,wduel83,5,2,Surviving in the Wild,habitat,BurnettCreek_Fa16
1151,1,wduel83,5,2,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1152,1,wduel83,5,2,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1153,1,wduel83,5,2,Surviving in the Wild,migration,BurnettCreek_Fa16
1154,1,wduel83,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1155,1,wduel83,5,2,Surviving in the Wild,mimics,BurnettCreek_Fa16
1156,1,wduel83,5,2,Surviving in the Wild,survive,BurnettCreek_Fa16
1157,1,geifl31,5,3,Surviving in the Wild,avoid,BurnettCreek_Fa16
1158,1,geifl31,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1159,1,geifl31,5,3,Surviving in the Wild,cold,BurnettCreek_Fa16
1160,1,geifl31,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1161,1,geifl31,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1162,1,geifl31,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1163,1,geifl31,5,3,Surviving in the Wild,predator,BurnettCreek_Fa16
1164,1,geifl31,5,3,Surviving in the Wild,season,BurnettCreek_Fa16
1165,1,cgrad81,5,3,Surviving in the Wild,animals,BurnettCreek_Fa16
1166,1,cgrad81,5,3,Surviving in the Wild,avoid,BurnettCreek_Fa16
1167,1,cgrad81,5,3,Surviving in the Wild,bats,BurnettCreek_Fa16
1168,1,cgrad81,5,3,Surviving in the Wild,bears,BurnettCreek_Fa16
1169,1,cgrad81,5,3,Surviving in the Wild,brown,BurnettCreek_Fa16
1170,1,cgrad81,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1171,1,cgrad81,5,3,Surviving in the Wild,climate,BurnettCreek_Fa16
1172,1,cgrad81,5,3,Surviving in the Wild,cold,BurnettCreek_Fa16
1173,1,cgrad81,5,3,Surviving in the Wild,coral,BurnettCreek_Fa16
1174,1,cgrad81,5,3,Surviving in the Wild,during,BurnettCreek_Fa16
1175,1,cgrad81,5,3,Surviving in the Wild,environment,BurnettCreek_Fa16
1176,1,cgrad81,5,3,Surviving in the Wild,geese,BurnettCreek_Fa16
1177,1,cgrad81,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1178,1,cgrad81,5,3,Surviving in the Wild,king,BurnettCreek_Fa16
1179,1,cgrad81,5,3,Surviving in the Wild,migrate,BurnettCreek_Fa16
1180,1,cgrad81,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1181,1,cgrad81,5,3,Surviving in the Wild,poisonous,BurnettCreek_Fa16
1182,1,cgrad81,5,3,Surviving in the Wild,rabbit,BurnettCreek_Fa16
1183,1,cgrad81,5,3,Surviving in the Wild,scarlet,BurnettCreek_Fa16
1184,1,cgrad81,5,3,Surviving in the Wild,seasons,BurnettCreek_Fa16
1185,1,cgrad81,5,3,Surviving in the Wild,snowshoe,BurnettCreek_Fa16
1186,1,cgrad81,5,3,Surviving in the Wild,that,BurnettCreek_Fa16
1187,1,apere50,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1188,1,apere50,5,1,Surviving in the Wild,dangerous,BurnettCreek_Fa16
1189,1,apere50,5,1,Surviving in the Wild,environment,BurnettCreek_Fa16
1190,1,apere50,5,1,Surviving in the Wild,environments,BurnettCreek_Fa16
1191,1,apere50,5,1,Surviving in the Wild,harsh,BurnettCreek_Fa16
1192,1,apere50,5,1,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1193,1,apere50,5,1,Surviving in the Wild,migrate,BurnettCreek_Fa16
1194,1,apere50,5,1,Surviving in the Wild,migration,BurnettCreek_Fa16
1195,1,apere50,5,1,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1196,1,apere50,5,1,Surviving in the Wild,mimics,BurnettCreek_Fa16
1197,1,apere50,5,1,Surviving in the Wild,predators,BurnettCreek_Fa16
1198,1,apere50,5,1,Surviving in the Wild,survive,BurnettCreek_Fa16
1199,1,lfech71,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1200,1,lfech71,5,3,Surviving in the Wild,environments,BurnettCreek_Fa16
1201,1,lfech71,5,3,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1202,1,lfech71,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1203,1,lfech71,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1204,1,lfech71,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1205,1,lfech71,5,3,Surviving in the Wild,predators,BurnettCreek_Fa16
1206,1,rbrow97,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1207,1,rbrow97,5,3,Surviving in the Wild,danger,BurnettCreek_Fa16
1208,1,rbrow97,5,3,Surviving in the Wild,environments,BurnettCreek_Fa16
1209,1,rbrow97,5,3,Surviving in the Wild,habitat,BurnettCreek_Fa16
1210,1,rbrow97,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1211,1,rbrow97,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1212,1,rbrow97,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1213,1,rbrow97,5,3,Surviving in the Wild,predators,BurnettCreek_Fa16
1214,1,rbrow97,5,3,Surviving in the Wild,protect,BurnettCreek_Fa16
1215,1,rbrow97,5,3,Surviving in the Wild,threats,BurnettCreek_Fa16
1216,1,cmerz96,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1217,1,cmerz96,5,1,Surviving in the Wild,environment,BurnettCreek_Fa16
1218,1,cmerz96,5,1,Surviving in the Wild,environments,BurnettCreek_Fa16
1219,1,cmerz96,5,1,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1220,1,cmerz96,5,1,Surviving in the Wild,migration,BurnettCreek_Fa16
1221,1,cmerz96,5,1,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1222,1,bgree81,5,1,Surviving in the Wild,another,BurnettCreek_Fa16
1223,1,bgree81,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1224,1,bgree81,5,1,Surviving in the Wild,colors,BurnettCreek_Fa16
1225,1,bgree81,5,1,Surviving in the Wild,environment,BurnettCreek_Fa16
1226,1,bgree81,5,1,Surviving in the Wild,help,BurnettCreek_Fa16
1227,1,bgree81,5,1,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1228,1,bgree81,5,1,Surviving in the Wild,look,BurnettCreek_Fa16
1229,1,bgree81,5,1,Surviving in the Wild,looks,BurnettCreek_Fa16
1230,1,bgree81,5,1,Surviving in the Wild,migration,BurnettCreek_Fa16
1231,1,bgree81,5,1,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1232,1,bgree81,5,1,Surviving in the Wild,patterns,BurnettCreek_Fa16
1233,1,bgree81,5,1,Surviving in the Wild,their,BurnettCreek_Fa16
1234,1,jmccr93,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1235,1,jmccr93,5,1,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1236,1,jmccr93,5,1,Surviving in the Wild,migration,BurnettCreek_Fa16
1237,1,jmccr93,5,1,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1238,1,xradt51,5,2,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1239,1,xradt51,5,2,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1240,1,xradt51,5,2,Surviving in the Wild,migration,BurnettCreek_Fa16
1241,1,xradt51,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1242,1,jwhit77,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1243,1,jwhit77,5,4,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1244,1,jwhit77,5,4,Surviving in the Wild,migration,BurnettCreek_Fa16
1245,1,jwhit77,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1246,1,mwrig55,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1247,1,mwrig55,5,4,Surviving in the Wild,habitat,BurnettCreek_Fa16
1248,1,mwrig55,5,4,Surviving in the Wild,hibernate,BurnettCreek_Fa16
1249,1,mwrig55,5,4,Surviving in the Wild,migration,BurnettCreek_Fa16
1250,1,mwrig55,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1251,1,cthom85,5,4,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1252,1,cthom85,5,4,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1253,1,cthom85,5,4,Surviving in the Wild,migration,BurnettCreek_Fa16
1254,1,cthom85,5,4,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1255,1,cthom85,5,4,Surviving in the Wild,mimics,BurnettCreek_Fa16
1256,1,sstov74,5,2,Surviving in the Wild,animals,BurnettCreek_Fa16
1257,1,sstov74,5,2,Surviving in the Wild,another,BurnettCreek_Fa16
1258,1,sstov74,5,2,Surviving in the Wild,are,BurnettCreek_Fa16
1259,1,sstov74,5,2,Surviving in the Wild,camouflaged,BurnettCreek_Fa16
1260,1,sstov74,5,2,Surviving in the Wild,difficult,BurnettCreek_Fa16
1261,1,sstov74,5,2,Surviving in the Wild,for,BurnettCreek_Fa16
1262,1,sstov74,5,2,Surviving in the Wild,looks,BurnettCreek_Fa16
1263,1,sstov74,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1264,1,sstov74,5,2,Surviving in the Wild,predators,BurnettCreek_Fa16
1265,1,sstov74,5,2,Surviving in the Wild,see,BurnettCreek_Fa16
1266,1,sstov74,5,2,Surviving in the Wild,to,BurnettCreek_Fa16
1267,1,jsche51,5,2,Surviving in the Wild,avoid,BurnettCreek_Fa16
1268,1,jsche51,5,2,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1269,1,jsche51,5,2,Surviving in the Wild,climate,BurnettCreek_Fa16
1270,1,jsche51,5,2,Surviving in the Wild,colors,BurnettCreek_Fa16
1271,1,jsche51,5,2,Surviving in the Wild,dangerous,BurnettCreek_Fa16
1272,1,jsche51,5,2,Surviving in the Wild,difficult,BurnettCreek_Fa16
1273,1,jsche51,5,2,Surviving in the Wild,down,BurnettCreek_Fa16
1274,1,jsche51,5,2,Surviving in the Wild,environment,BurnettCreek_Fa16
1275,1,jsche51,5,2,Surviving in the Wild,leave,BurnettCreek_Fa16
1276,1,jsche51,5,2,Surviving in the Wild,look,BurnettCreek_Fa16
1277,1,jsche51,5,2,Surviving in the Wild,looks,BurnettCreek_Fa16
1278,1,jsche51,5,2,Surviving in the Wild,migration,BurnettCreek_Fa16
1279,1,jsche51,5,2,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1280,1,jsche51,5,2,Surviving in the Wild,patterns,BurnettCreek_Fa16
1281,1,jsche51,5,2,Surviving in the Wild,sleep,BurnettCreek_Fa16
1282,1,jsche51,5,2,Surviving in the Wild,slow,BurnettCreek_Fa16
1283,1,jsche51,5,2,Surviving in the Wild,survive,BurnettCreek_Fa16
1284,1,jgies69,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1285,1,jgies69,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1286,1,jgies69,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1287,1,jgies69,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1288,1,adiet80,5,3,Surviving in the Wild,animals,BurnettCreek_Fa16
1289,1,adiet80,5,3,Surviving in the Wild,body,BurnettCreek_Fa16
1290,1,adiet80,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1291,1,adiet80,5,3,Surviving in the Wild,colors,BurnettCreek_Fa16
1292,1,adiet80,5,3,Surviving in the Wild,environments,BurnettCreek_Fa16
1293,1,adiet80,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1294,1,adiet80,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1295,1,adiet80,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1296,1,adiet80,5,3,Surviving in the Wild,patterns,BurnettCreek_Fa16
1297,1,adiet80,5,3,Surviving in the Wild,predators,BurnettCreek_Fa16
1298,1,jbail26,5,3,Surviving in the Wild,activities,BurnettCreek_Fa16
1299,1,jbail26,5,3,Surviving in the Wild,animal,BurnettCreek_Fa16
1300,1,jbail26,5,3,Surviving in the Wild,another,BurnettCreek_Fa16
1301,1,jbail26,5,3,Surviving in the Wild,body,BurnettCreek_Fa16
1302,1,jbail26,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1303,1,jbail26,5,3,Surviving in the Wild,climate,BurnettCreek_Fa16
1304,1,jbail26,5,3,Surviving in the Wild,colors,BurnettCreek_Fa16
1305,1,jbail26,5,3,Surviving in the Wild,environment,BurnettCreek_Fa16
1306,1,jbail26,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1307,1,jbail26,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1308,1,jbail26,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1309,1,jbail26,5,3,Surviving in the Wild,mimics,BurnettCreek_Fa16
1310,1,jbail26,5,3,Surviving in the Wild,patterns,BurnettCreek_Fa16
1311,1,jbail26,5,3,Surviving in the Wild,poisonous,BurnettCreek_Fa16
1312,1,jbail26,5,3,Surviving in the Wild,predators,BurnettCreek_Fa16
1313,1,jbail26,5,3,Surviving in the Wild,seasons,BurnettCreek_Fa16
1314,1,jbail26,5,3,Surviving in the Wild,survive,BurnettCreek_Fa16
1315,1,jbail26,5,3,Surviving in the Wild,thousands,BurnettCreek_Fa16
1316,1,swang96,5,3,Surviving in the Wild,camouflage,BurnettCreek_Fa16
1317,1,swang96,5,3,Surviving in the Wild,hibernation,BurnettCreek_Fa16
1318,1,swang96,5,3,Surviving in the Wild,migration,BurnettCreek_Fa16
1319,1,swang96,5,3,Surviving in the Wild,mimicry,BurnettCreek_Fa16
1320,1,amelt71,5,1,Surviving in the Wild,camouflage,BurnettCreek_Fa16
